"species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy"
"Anthophora balneorum",36.819,-3.729,NA,2007,NA,NA,NA,"Le Goff G"
"Hylaeus signatus",41.7,-4.839,NA,1980,5,12,"Online_E. Asensio, P.f. Torchio","Online_H.h. Dathe 1986"
"Anthophora gallica",36.819,-3.729,NA,2007,NA,NA,NA,"Le Goff G"
"Anthophora plumipes",36.909,-3.73,NA,2007,NA,NA,NA,"Le Goff G"
"Anthophora balneorum",36.728,-3.728,NA,2007,NA,NA,NA,"Le Goff G"
"Anthophora atroalba",37.13,-8.3,NA,2008,4,27,"D. Baldock","D. Baldock"
"Anthophora bimaculata",37.13,-8.3,NA,2008,5,2,"D. Baldock","D. Baldock"
"Anthophora plumipes",36.819,-3.729,NA,2008,NA,NA,NA,"Le Goff G"
"Anthophora balneorum",36.728,-3.728,NA,2008,NA,NA,NA,"Le Goff G"
"Anthophora calcarata",36.909,-3.73,NA,2008,NA,NA,NA,"Le Goff G"
"Anthophora crassipes",36.909,-3.73,NA,2008,NA,NA,NA,"Le Goff G"
"Anthophora romandii",36.909,-3.73,NA,2008,NA,NA,NA,"Le Goff G"
"Anthophora affinis",36.909,-3.73,NA,2008,NA,NA,NA,"Le Goff G"
"Anthophora affinis",36.711,-5.183,NA,2008,NA,NA,NA,"Le Goff G"
"Anthophora agama",36.711,-5.183,NA,2008,NA,NA,NA,"Le Goff G"
"Anthophora plumipes",36.711,-5.183,NA,2008,NA,NA,NA,"Le Goff G"
"Anthophora dispar",36.711,-5.183,NA,2008,NA,NA,NA,"Le Goff G"
"Anthophora atroalba",37.13,-8.3,NA,2009,3,12,"D. Baldock","F. J. Ortiz"
"Anthophora hispanica",37.13,-8.3,NA,2009,3,12,"D. Baldock","F. J. Ortiz-Sánchez"
"Anthophora plumipes",37.13,-8.3,NA,2009,3,12,"D. Baldock","F. J. Ortiz"
"Anthophora romandii",37.13,-8.3,NA,2009,3,12,"D. Baldock","G. Legoff"
"Anthophora balneorum",36.728,-3.728,NA,2009,NA,NA,NA,"Le Goff G"
"Anthophora dispar",36.909,-3.73,NA,2009,NA,NA,NA,"Le Goff G"
"Anthophora dispar",36.819,-3.729,NA,2009,NA,NA,NA,"Le Goff G"
"Anthophora plumipes",36.909,-3.73,NA,2009,NA,NA,NA,"Le Goff G"
"Anthophora romandii",36.909,-3.73,NA,2009,NA,NA,NA,"Le Goff G"
"Anthophora atriceps",36.909,-3.73,NA,2009,NA,NA,NA,"Le Goff G"
"Anthophora plumipes",36.819,-3.729,NA,2009,NA,NA,NA,"Le Goff G"
"Anthophora calcarata",36.909,-3.73,NA,2009,NA,NA,NA,"Le Goff G"
"Anthophora crassipes",40.027,-0.035,NA,2009,NA,NA,NA,"Ortiz Fj"
"Anthophora bimaculata",37.13,-8.3,NA,2009,10,11,"D. Baldock","D. Baldock"
"Anthophora bimaculata",37.13,-8.6,NA,2009,10,13,"D. Baldock","D. Baldock"
"Anthophora bimaculata",37.43,-8.77,NA,2010,7,25,"A. Livory, R. Coulomb","D. Baldock"
"Anthophora atroalba",39.08,-9.26,NA,2011,4,14,"J. Franco","D. Baldock"
"Anthophora fulvitarsis",38.41,-9.21,NA,2011,5,4,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora atroalba",37.43,-8.77,NA,2011,5,24,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora bimaculata",37.43,-8.77,NA,2011,5,24,"A. Livory, R. Coulomb","D. Baldock"
"Anthophora gallica",37.43,-8.77,NA,2011,5,25,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora podagra",37.43,-8.77,NA,2011,5,25,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora gallica",37.43,-8.77,NA,2011,5,27,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora bimaculata",38.45,-9.1,NA,2011,6,3,"A. Livory, R. Coulomb","D. Baldock"
"Anthophora fulvitarsis",38.414,-9.215,NA,2011,6,5,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora bimaculata",37.1,-8.94,NA,2011,6,11,"D. Baldock","D. Baldock"
"Anthophora bimaculata",37.13,-8.3,NA,2011,6,12,"D. Baldock","D. Baldock"
"Anthophora fulvodimidiata",37.35,-7.44,NA,2011,7,28,"J. Smit",NA
"Anthophora plumipes",37.09,-8.34,NA,2012,4,15,"D. Baldock","G. Legoff"
"Anthophora atroalba",37.19,-8.44,NA,2012,4,20,"D. Baldock","D. Baldock"
"Anthophora crinipes",37.24,-8.09,NA,2012,4,20,"D. Baldock","G. Legoff"
"Anthophora dispar",37.19,-8.44,NA,2012,4,20,"D. Baldock","G. Legoff"
"Anthophora plumipes",37.19,-8.44,NA,2012,4,20,"D. Baldock","D. Baldock"
"Anthophora balearica",39.795,2.825,NA,2012,NA,NA,NA,NA
"Anthophora plumipes",38.45,-9.1,NA,2012,5,14,"A. Livory, R. Coulomb",NA
"Anthophora plumipes",38.41,-9.21,NA,2012,5,15,"A. Livory, R. Coulomb",NA
"Anthophora gallica",38.41,-9.21,NA,2012,5,16,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora fulvitarsis",37.72,-8.79,NA,2012,5,18,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora gallica",37.023,-8.995,NA,2012,5,22,"V. Jacinto","G. Legoff"
"Anthophora bimaculata",37.13,-7.64,NA,2012,5,23,"A. Livory, R. Coulomb","A. Livory"
"Anthophora femorata",38.94,-9.33,NA,2012,5,28,"C. Reis","G. Legoff"
"Anthophora dispar",40.41,-7.7,NA,2012,6,2,"A. Penado","G. Legoff"
"Anthophora fulvodimidiata",37.64,-7.66,NA,2012,7,27,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora fulvodimidiata",37.414,-5.969,NA,2012,NA,NA,"Aserrano","Rasmont P"
"Anthophora hispanica",37.091,-8.4,NA,2013,3,6,"D. Baldock","D. Baldock"
"Bombus terrestris",36.82,-2.495,NA,2010,NA,NA,"Ortiz Fj","Rasmont P"
"Bombus cullumanus",42.315,-3.667,NA,NA,NA,NA,NA,NA
"Anthophora bimaculata",39.09,-9.26,NA,2013,5,13,"C. Reis","D. Baldock"
"Anthophora plumipes",39.09,-9.26,NA,2013,3,1,"C. Reis","D. Baldock"
"Anthophora plumipes",38.94,-9.33,NA,2013,4,1,"C. Reis","D. Baldock"
"Anthophora atroalba",38.94,-8.16,NA,2013,6,1,"A. Albernaz Valente","G. Legoff"
"Anthophora bimaculata",38.94,-8.16,NA,2013,6,1,"A. Albernaz Valente","D. Baldock"
"Anthophora plumipes",37.097,-8.439,NA,2014,4,2,"T. Wood","D. Baldock"
"Anthophora plumipes",37.089,-8.422,NA,2014,4,2,"T. Wood","D. Baldock"
"Anthophora dispar",37.306,-8.557,NA,2014,4,3,"T. Wood","G. Legoff"
"Anthophora plumipes",37.19,-8.9,NA,2014,4,5,"T. Wood","D. Baldock"
"Anthophora fulvitarsis",37.089,-8.422,NA,2014,4,6,"T. Wood","D. Baldock"
"Anthophora hispanica",37.068,-8.811,NA,2014,4,7,"T. Wood","D. Baldock"
"Anthophora agama",37.087,-8.748,NA,2014,4,13,"G. Legoff","G. Legoff"
"Anthophora aestivalis",37.2,-8.698,NA,2014,4,15,"G. Legoff","G. Legoff"
"Anthophora plumipes",37.073,-8.775,NA,2014,4,10,"G. Legoff","G. Legoff"
"Anthophora plumipes",37.374,-8.499,NA,2014,4,10,"G. Legoff","G. Legoff"
"Anthophora plumipes",37.087,-8.748,NA,2014,4,10,"G. Legoff","G. Legoff"
"Anthophora plumipes",37.046,-8.87,NA,2014,4,10,"G. Legoff","G. Legoff"
"Anthophora agama",37.09,-8.75,NA,2014,4,20,"G. Legoff","G. Legoff"
"Anthophora balneorum",39.38,-8.53,NA,2014,4,25,"M. Jenner","G. Legoff"
"Anthophora crinipes",39.38,-8.53,NA,2014,4,25,"M. Jenner","D. Baldock"
"Anthophora balneorum",39.38,-8.53,NA,2014,4,26,"M. Jenner","G. Legoff"
"Bombus wurflenii",42.737,-0.373,NA,NA,NA,NA,NA,"Rasmont P"
"Bombus wurflenii",42.745,0.74,NA,NA,NA,NA,NA,"Rasmont P"
"Bombus wurflenii",42.75,0.984,NA,NA,NA,NA,NA,"Rasmont P"
"Anthophora balneorum",41.34,-6.96,NA,2014,5,16,"A. Penado","G. Legoff"
"Anthophora dispar",41.34,-6.96,NA,2014,5,16,"A. Penado","G. Legoff"
"Anthophora balneorum",41.34,-6.96,NA,2014,5,19,"A. Penado","G. Legoff"
"Anthophora affinis",41.34,-6.96,NA,2014,5,24,"A. Penado","G. Legoff"
"Anthophora balneorum",41.34,-6.96,NA,2014,5,25,"A. Penado","G. Legoff"
"Anthophora bimaculata",41.52,-8.78,NA,2014,7,3,"R. Andrade","D. Baldock"
"Anthophora affinis",39.09,-9.26,NA,2014,7,1,"D. Pinto","G. Legoff"
"Anthophora fulvitarsis",39.09,-9.26,NA,2014,7,1,"D. Pinto","G. Legoff"
"Anthophora plumipes",39.09,-9.26,NA,2014,7,1,"D. Pinto","G. Legoff"
"Anthophora bimaculata",37.19,-8.9,NA,2014,9,17,"A. Livory, R. Coulomb","A. Livory"
"Anthophora bimaculata",37.72,-8.79,NA,2014,9,20,"A. Livory, R. Coulomb","A. Livory"
"Anthophora bimaculata",37.1,-8.67,NA,2014,9,23,"I. Cross","I. Cross"
"Anthophora bimaculata",37.85,-8.79,NA,2014,9,24,"A. Livory, R. Coulomb","A. Livory"
"Anthophora bimaculata",37.08,-8.91,NA,2014,9,25,"I. Cross","I. Cross"
"Anthophora bimaculata",40.72,-8.53,NA,2014,1,1,"R. Andrade","D. Baldock"
"Anthophora atroalba",37.153,-8.613,NA,2015,1,28,"J. D'haeseleer","T. Wood"
"Anthophora plumipes",37.133,-8.612,NA,2015,2,18,"J. D'haeseleer","J. D'haeseleer"
"Anthophora plumipes",37.15,-7.89,NA,2015,2,25,"J. D'haeseleer","T. Wood"
"Anthophora dispar",37.18,-8.76,NA,2015,3,5,"I. Cross","I. Cross"
"Anthophora hispanica",37.068,-8.811,NA,2015,3,6,"I. Cross","I. Cross"
"Anthophora plumipes",37.068,-8.811,NA,2015,3,6,"I. Cross","I. Cross"
"Anthophora plumipes",37.19,-8.9,NA,2015,3,7,"I. Cross","I. Cross"
"Anthophora plumipes",37.144,-8.608,NA,2015,3,10,"J. D'haeseleer","T. Wood"
"Anthophora atroalba",37.146,-8.606,NA,2015,3,11,"J. D'haeseleer","J. D'haeseleer"
"Anthophora plumipes",37.122,-8.623,NA,2015,3,11,"I. Cross","I. Cross"
"Anthophora plumipes",37.146,-8.606,NA,2015,3,11,"J. D'haeseleer","T. Wood"
"Anthophora plumipes",37.23,-8.54,NA,2015,3,16,"I. Cross","I. Cross"
"Anthophora atroalba",37.12,-8.63,NA,2015,3,20,"I. Cross","D. Baldock"
"Anthophora crinipes",37.145,-8.61,NA,2015,3,28,"J. D'haeseleer","T. Wood"
"Anthophora atroalba",37.149,-8.612,NA,2015,3,31,"J. D'haeseleer","T. Wood"
"Anthophora crinipes",37.149,-8.612,NA,2015,3,31,"J. D'haeseleer","T. Wood"
"Anthophora plumipes",37.149,-8.612,NA,2015,3,31,"J. D'haeseleer","T. Wood"
"Anthophora atroalba",37.089,-8.422,NA,2015,4,2,"T. Wood","T. Wood"
"Anthophora bimaculata",37.34,-8.84,NA,2015,4,2,"I. Cross","I. Cross"
"Anthophora bimaculata",37.129,-8.332,NA,2015,4,2,"T. Wood","T. Wood"
"Anthophora fulvitarsis",37.089,-8.422,NA,2015,4,2,"T. Wood","T. Wood"
"Anthophora plumipes",37.34,-8.84,NA,2015,4,2,"I. Cross","I. Cross"
"Anthophora plumipes",37.089,-8.422,NA,2015,4,2,"T. Wood","T. Wood"
"Anthophora plumipes",37.094,-8.337,NA,2015,4,2,"T. Wood","T. Wood"
"Anthophora plumipes",37.19,-8.9,NA,2015,4,3,"T. Wood","T. Wood"
"Anthophora atroalba",37.068,-8.811,NA,2015,4,4,"T. Wood","T. Wood"
"Anthophora hispanica",37.068,-8.811,NA,2015,4,4,"T. Wood","T. Wood"
"Anthophora plumipes",37.068,-8.811,NA,2015,4,4,"T. Wood","T. Wood"
"Anthophora atroalba",37.062,-8.84,NA,2015,4,5,"T. Wood","T. Wood"
"Anthophora plumipes",37.062,-8.84,NA,2015,4,5,"T. Wood","T. Wood"
"Anthophora atroalba",37.15,-8.615,NA,2015,4,9,"J. D'haeseleer","T. Wood"
"Anthophora crinipes",37.145,-8.616,NA,2015,4,9,"J. D'haeseleer","T. Wood"
"Anthophora plumipes",37.139,-8.613,NA,2015,4,9,"J. D'haeseleer","J. D'haeseleer"
"Anthophora plumipes",37.158,-8.741,NA,2015,4,11,"J. D'haeseleer","J. D'haeseleer"
"Anthophora crinipes",41.34,-6.96,NA,2015,4,22,"A. Penado","G. Legoff"
"Anthophora plumipes",37.144,-8.608,NA,2015,4,22,"J. D'haeseleer","T. Wood"
"Anthophora atroalba",41.34,-6.96,NA,2015,4,23,"A. Penado","T. Wood"
"Anthophora plumipes",40.057,-8.448,NA,2015,4,26,"A. Gonçalves","G. Legoff"
"Anthophora plumipes",37.144,-8.608,NA,2015,5,11,"J. D'haeseleer","T. Wood"
"Anthophora agama",37.144,-8.61,NA,2015,5,13,"J. D'haeseleer","T. Wood"
"Anthophora balneorum",41.34,-6.96,NA,2015,4,23,"A. Penado","G. Legoff"
"Anthophora bimaculata",37.34,-8.84,NA,2015,6,25,"I. Cross","I. Cross"
"Anthophora bimaculata",37.34,-8.84,NA,2015,7,21,"I. Cross","I. Cross"
"Anthophora fulvodimidiata",37.34,-8.84,NA,2015,7,21,"I. Cross","I. Cross"
"Anthophora bimaculata",37.19,-8.9,NA,2015,8,4,"I. Cross","I. Cross"
"Anthophora fulvodimidiata",37.34,-8.84,NA,2015,8,6,"I. Cross","I. Cross"
"Anthophora fulvodimidiata",37.34,-8.84,NA,2015,8,7,"I. Cross","I. Cross"
"Anthophora bimaculata",37.146,-8.603,NA,2015,8,14,"J. D'haeseleer","D. Baldock"
"Anthophora fulvodimidiata",37.152,-8.797,NA,2015,8,15,"I. Cross","I. Cross"
"Anthophora bimaculata",37.161,-8.598,NA,2015,8,19,"J. D'haeseleer","T. Wood"
"Anthophora fulvodimidiata",41.34,-6.96,NA,2015,8,20,"A. Penado","G. Legoff"
"Anthophora bimaculata",40.38,-7.55,NA,2015,8,25,"A. Livory, R. Coulomb","A. Livory"
"Anthophora atroalba",40.42,-7.49,NA,2015,8,27,"A. Livory, R. Coulomb","A. Livory"
"Anthophora plumipes",41.34,-6.96,NA,2015,6,1,"A. Penado","T. Wood"
"Anthophora bimaculata",37.34,-8.84,NA,2015,8,31,"I. Cross","I. Cross"
"Anthophora fulvodimidiata",37.34,-8.84,NA,2015,8,31,"I. Cross","I. Cross"
"Anthophora bimaculata",41.51,-8.65,NA,2015,9,6,"R. Andrade","T. Wood"
"Anthophora bimaculata",37.08,-8.669,NA,2015,9,16,"T. Wood","T. Wood"
"Anthophora bimaculata",37.19,-8.9,NA,2015,9,17,"T. Wood","T. Wood"
"Anthophora bimaculata",37.35,-8.84,NA,2015,9,20,"T. Wood","T. Wood"
"Anthophora bimaculata",37.19,-8.9,NA,2015,10,15,"D. Baldock","D. Baldock"
"Anthophora atroalba",37.068,-8.811,NA,2015,11,23,"I. Cross","I. Cross"
"Anthophora plumipes",37.068,-8.811,NA,2015,12,13,"I. Cross","I. Cross"
"Anthophora plumipes",37.19,-8.9,NA,2015,12,16,"I. Cross","I. Cross"
"Anthophora hispanica",37.07,-8.84,NA,2016,2,7,"I. Cross","I. Cross"
"Anthophora atroalba",37.06,-8.83,NA,2016,2,15,"I. Cross","I. Cross"
"Anthophora plumipes",37.07,-8.84,NA,2016,2,15,"I. Cross","I. Cross"
"Anthophora atroalba",37.068,-8.811,NA,2016,2,17,"I. Cross","I. Cross"
"Anthophora atroalba",37.07,-8.84,NA,2016,2,18,"I. Cross","I. Cross"
"Anthophora atroalba",37.06,-8.83,NA,2016,2,18,"I. Cross","I. Cross"
"Anthophora plumipes",37.07,-8.84,NA,2016,2,18,"I. Cross","I. Cross"
"Anthophora atroalba",37.07,-8.84,NA,2016,2,19,"I. Cross","I. Cross"
"Anthophora atroalba",37.07,-8.84,NA,2016,2,21,"I. Cross","I. Cross"
"Anthophora atroalba",37.074,-8.834,NA,2016,2,21,"I. Cross","I. Cross"
"Anthophora hispanica",37.07,-8.84,NA,2016,2,22,"I. Cross","I. Cross"
"Anthophora atroalba",37.12,-8.63,NA,2016,2,23,"I. Cross","I. Cross"
"Anthophora plumipes",40.72,-8.53,NA,2016,3,13,"R. Andrade","D. Baldock"
"Anthophora plumipes",37.64,-7.65,NA,2016,3,25,"A. Gonçalves","G. Legoff"
"Anthophora plumipes",41.314,-8.72,NA,2016,4,6,"R. Andrade","D. Baldock"
"Anthophora plumipes",41.3,-8.65,NA,2016,4,6,"R. Andrade","T. Wood"
"Anthophora atroalba",37.074,-8.834,NA,2016,4,11,"I. Cross","I. Cross"
"Anthophora plumipes",37.074,-8.834,NA,2016,4,13,"I. Cross","I. Cross"
"Anthophora retusa",37.08,-8.82,NA,2016,4,19,"I. Cross","I. Cross"
"Anthophora retusa",37.098,-8.853,NA,2016,4,20,"I. Cross","I. Cross"
"Anthophora plumipes",37.06,-8.83,NA,2016,4,21,"I. Cross","I. Cross"
"Anthophora bimaculata",37.121,-7.62,NA,2016,4,22,"T. Wood","T. Wood"
"Anthophora plumipes",37.18,-7.47,NA,2016,4,23,"T. Wood","T. Wood"
"Anthophora plumipes",37.125,-7.689,NA,2016,4,25,"T. Wood","T. Wood"
"Anthophora bimaculata",37.18,-7.47,NA,2016,4,26,"T. Wood","T. Wood"
"Anthophora agama",37.157,-7.544,NA,2016,4,27,"T. Wood","T. Wood"
"Anthophora plumipes",37.157,-7.544,NA,2016,4,27,"T. Wood","T. Wood"
"Anthophora atroalba",37.1,-7.83,NA,2016,4,28,"T. Wood","T. Wood"
"Anthophora plumipes",37.1,-7.83,NA,2016,4,28,"T. Wood","T. Wood"
"Anthophora agama",37.09,-8.34,NA,2016,5,1,"I. Cross","I. Cross"
"Anthophora fulvitarsis",37.09,-8.34,NA,2016,5,1,"I. Cross","I. Cross"
"Anthophora plumipes",37.31,-8.87,NA,2016,5,1,"T. Wood","T. Wood"
"Anthophora fulvitarsis",38.639,-9.149,NA,2016,5,30,"A. Penado","T. Wood"
"Anthophora fulvitarsis",37.13,-7.6,NA,2016,5,31,"A. Livory, R. Coulomb","A. Livory"
"Anthophora bimaculata",37.12,-8.63,NA,2016,6,2,"I. Cross","I. Cross"
"Anthophora bimaculata",37.672,-7.495,NA,2016,6,3,"A. Livory, R. Coulomb","A. Livory"
"Anthophora bimaculata",37.19,-8.9,NA,2016,6,5,"I. Cross","I. Cross"
"Anthophora gallica",37.19,-8.9,NA,2016,6,5,"I. Cross","I. Cross"
"Anthophora gallica",37.19,-8.9,NA,2016,6,6,"I. Cross","I. Cross"
"Anthophora plumipes",37.19,-8.9,NA,2016,6,6,"I. Cross","I. Cross"
"Anthophora gallica",37.34,-8.84,NA,2016,6,7,"I. Cross","I. Cross"
"Anthophora atroalba",40.38,-7.55,NA,2016,6,14,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora balneorum",40.38,-7.55,NA,2016,6,14,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora crassipes",40.38,-7.55,NA,2016,6,14,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora plumipes",40.38,-7.55,NA,2016,6,14,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora plumipes",40.4,-7.54,NA,2016,6,17,"A. Livory, R. Coulomb","G. Legoff"
"Anthophora bimaculata",41.31,-8.05,NA,2016,6,18,"I. Cross","I. Cross"
"Anthophora femorata",41.31,-8.05,NA,2016,6,18,"I. Cross","I. Cross"
"Anthophora femorata",41.31,-7.73,NA,2016,6,28,"T. Wood","T. Wood"
"Anthophora bimaculata",41.962,-6.768,NA,2016,6,29,"T. Wood","T. Wood"
"Anthophora crassipes",41.943,-6.757,NA,2016,6,29,"T. Wood","T. Wood"
"Anthophora femorata",41.962,-6.768,NA,2016,6,29,"T. Wood","T. Wood"
"Anthophora femorata",41.923,-6.727,NA,2016,6,29,"T. Wood","T. Wood"
"Anthophora robusta",41.962,-6.768,NA,2016,6,29,"T. Wood","T. Wood"
"Anthophora bimaculata",41.952,-6.764,NA,2016,6,30,"T. Wood","T. Wood"
"Anthophora femorata",41.952,-6.764,NA,2016,6,30,"T. Wood","T. Wood"
"Anthophora atroalba",41.86,-6.848,NA,2016,7,1,"T. Wood","T. Wood"
"Anthophora bimaculata",41.848,-6.861,NA,2016,7,1,"T. Wood","T. Wood"
"Anthophora bimaculata",41.948,-6.964,NA,2016,7,2,"T. Wood","T. Wood"
"Anthophora femorata",41.948,-6.964,NA,2016,7,2,"T. Wood","T. Wood"
"Anthophora bimaculata",41.962,-6.768,NA,2016,7,4,"T. Wood","T. Wood"
"Anthophora femorata",40.332,-7.597,NA,2016,8,14,"A. Albernaz Valente","T. Wood"
"Anthophora fulvodimidiata",38.71,-8.31,NA,2016,8,16,"A. Albernaz Valente","D. Baldock"
"Anthophora fulvodimidiata",38.71,-8.31,NA,2016,8,22,"A. Albernaz Valente","G. Legoff"
"Anthophora bimaculata",41.316,-8.047,NA,2016,9,9,"I. Cross","I. Cross"
"Anthophora crassipes",41.316,-8.047,NA,2016,9,9,"I. Cross","I. Cross"
"Anthophora crassipes",41.316,-8.047,NA,2016,9,10,"I. Cross","I. Cross"
"Anthophora bimaculata",38.68,-8.6,NA,2016,9,11,"I. Cross","I. Cross"
"Anthophora bimaculata",37.2,-8.698,NA,2016,9,12,"I. Cross","I. Cross"
"Anthophora bimaculata",37.19,-8.9,NA,2016,9,14,"D. Baldock","D. Baldock"
"Anthophora bimaculata",37.34,-8.84,NA,2016,9,17,"I. Cross","I. Cross"
"Anthophora bimaculata",37.068,-8.811,NA,2016,9,21,"I. Cross","I. Cross"
"Anthophora bimaculata",37.109,-8.936,NA,2016,9,29,"I. Cross","I. Cross"
"Anthophora bimaculata",37.19,-8.9,NA,2016,10,4,"I. Cross","I. Cross"
"Anthophora bimaculata",37.19,-8.9,NA,2016,10,19,"I. Cross","I. Cross"
"Anthophora hispanica",37.074,-8.834,NA,2017,1,30,"I. Cross","I. Cross"
"Anthophora plumipes",37.074,-8.834,NA,2017,1,30,"I. Cross","I. Cross"
"Anthophora plumipes",37.12,-8.63,NA,2017,2,5,"I. Cross","I. Cross"
"Anthophora plumipes",37.34,-8.84,NA,2017,2,6,"I. Cross","I. Cross"
"Anthophora plumipes",37.09,-8.34,NA,2017,2,8,"I. Cross","I. Cross"
"Anthophora atroalba",37.071,-8.778,NA,2017,2,9,"I. Cross","I. Cross"
"Anthophora fulvitarsis",37.071,-8.778,NA,2017,2,9,"I. Cross","I. Cross"
"Anthophora hispanica",37.071,-8.778,NA,2017,2,9,"I. Cross","I. Cross"
"Anthophora plumipes",37.19,-8.9,NA,2017,2,14,"I. Cross","I. Cross"
"Anthophora plumipes",37.19,-8.9,NA,2017,2,15,"I. Cross","I. Cross"
"Anthophora hispanica",37.069,-8.794,NA,2017,2,18,"I. Cross","I. Cross"
"Anthophora plumipes",37.071,-8.778,NA,2017,2,18,"I. Cross","I. Cross"
"Anthophora atroalba",37.073,-8.843,NA,2017,2,19,"I. Cross","I. Cross"
"Anthophora hispanica",37.062,-8.84,NA,2017,2,19,"I. Cross","I. Cross"
"Anthophora plumipes",37.062,-8.84,NA,2017,2,19,"I. Cross","I. Cross"
"Anthophora atroalba",37.084,-8.678,NA,2017,2,21,"I. Cross","I. Cross"
"Anthophora plumipes",37.131,-8.604,NA,2017,2,21,"I. Cross","I. Cross"
"Anthophora atroalba",37.34,-8.84,NA,2017,2,22,"I. Cross","I. Cross"
"Anthophora atroalba",37.062,-8.84,NA,2017,2,25,"I. Cross","I. Cross"
"Anthophora atroalba",37.055,-8.854,NA,2017,2,25,"I. Cross","I. Cross"
"Anthophora atroalba",37.074,-8.834,NA,2017,3,27,"I. Cross","I. Cross"
"Anthophora plumipes",37.074,-8.834,NA,2017,3,27,"I. Cross","I. Cross"
"Anthophora dispar",39.726,-9.045,NA,2017,3,28,"M. Jenner","M. Jenner"
"Anthophora atroalba",37.131,-8.604,NA,2017,3,29,"I. Cross","I. Cross"
"Anthophora atroalba",37.2,-8.698,NA,2017,3,30,"I. Cross","I. Cross"
"Anthophora plumipes",37.2,-8.698,NA,2017,3,30,"I. Cross","I. Cross"
"Anthophora atroalba",37.07,-8.793,NA,2017,4,1,"I. Cross","I. Cross"
"Anthophora mucida",39.41,-7.45,NA,2017,4,3,"M. Jenner","M. Jenner"
"Anthophora atroalba",37.498,-7.703,NA,2017,4,4,"I. Cross","I. Cross"
"Anthophora crinipes",39.329,-7.38,NA,2017,4,4,"M. Jenner","M. Jenner"
"Anthophora crinipes",39.382,-8.482,NA,2017,4,4,"M. Jenner","M. Jenner"
"Anthophora retusa",39.329,-7.38,NA,2017,4,4,"M. Jenner","G. Legoff"
"Anthophora dispar",39.726,-9.045,NA,2017,4,5,"M. Jenner","M. Jenner"
"Anthophora retusa",41.603,-6.264,NA,2017,4,8,"M. Jenner","M. Jenner"
"Anthophora plumipes",37.3,-8.77,NA,2017,4,10,"I. Cross","I. Cross"
"Anthophora agama",37.157,-7.544,NA,2017,4,11,"I. Cross","I. Cross"
"Anthophora atroalba",37.157,-7.544,NA,2017,4,11,"I. Cross","I. Cross"
"Anthophora bimaculata",37.157,-7.544,NA,2017,4,11,"I. Cross","I. Cross"
"Anthophora atroalba",37.099,-8.945,NA,2017,4,12,"I. Cross","I. Cross"
"Anthophora atroalba",37.06,-8.83,NA,2017,4,13,"I. Cross","I. Cross"
"Anthophora plumipes",37.061,-8.838,NA,2017,4,13,"I. Cross","I. Cross"
"Anthophora atroalba",37.509,-7.648,NA,2017,4,17,"D. Baldock","D. Baldock"
"Anthophora balneorum",37.509,-7.648,NA,2017,4,17,"D. Baldock","I. Cross"
"Anthophora fulvitarsis",37.09,-8.34,NA,2017,4,17,"I. Cross","I. Cross"
"Anthophora atroalba",37.632,-7.821,NA,2017,4,18,"D. Baldock","D. Baldock"
"Anthophora crinipes",37.632,-7.821,NA,2017,4,18,"D. Baldock","G. Legoff"
"Anthophora plumipes",37.307,-8.663,NA,2017,4,18,"I. Cross","I. Cross"
"Anthophora agama",37.157,-7.544,NA,2017,4,23,"I. Cross","I. Cross"
"Anthophora plumipes",40.409,-3.716,NA,2022,2,24,"Online_Angelmm","Online_Angelmm"
"Anthophora bimaculata",37.113,-8.672,NA,2017,5,2,"I. Cross","I. Cross"
"Anthophora bimaculata",37.131,-8.604,NA,2017,5,2,"I. Cross","I. Cross"
"Anthophora bimaculata",37.667,-7.495,NA,2017,5,3,"I. Cross","I. Cross"
"Anthophora bimaculata",37.074,-8.834,NA,2017,5,12,"I. Cross","I. Cross"
"Anthophora bimaculata",37.098,-8.864,NA,2017,5,14,"I. Cross","I. Cross"
"Anthophora gallica",37.321,-8.873,NA,2017,5,17,"I. Cross","I. Cross"
"Anthophora bimaculata",37.667,-7.495,NA,2017,5,24,"I. Cross","I. Cross"
"Anthophora bimaculata",41.336,-7.864,NA,2017,6,11,"I. Cross","I. Cross"
"Anthophora femorata",41.304,-8.054,NA,2017,6,13,"I. Cross","I. Cross"
"Anthophora plumipes",38.756,-9.194,NA,2018,4,18,"M. Azevedo","D. Baldock"
"Anthophora crinipes",37.02,-7.93,NA,2018,4,23,"V. Jacinto","D. Baldock"
"Anthophora fulvitarsis",38.746,-9.105,NA,2018,5,16,"M. Azevedo","D. Baldock"
